payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_date_year,payment_date_month
Pay-587974,Inv-502709,2024-09-18,2624846.6,Upi,2024,9
Pay-528602,Inv-957468,2019-10-04,1506891.6,Cash,2019,10
Pay-518312,Inv-969944,2024-12-27,393843.0,Cash,2024,12
Pay-630558,Inv-601510,2020-01-06,1046801.99,Upi,2020,1
Pay-789551,Inv-302357,2022-04-17,2548905.2,Upi,2022,4
Pay-918776,Inv-531001,2024-03-10,3455833.0,Cheque,2024,3
Pay-170308,Inv-138332,2024-02-21,219296.72,Cash,2024,2
Pay-218478,Inv-138332,2024-01-28,41916.88,Cash,2024,1
Pay-776814,Inv-856323,2021-08-18,6854319.0,Credit Card,2021,8
Pay-820049,Inv-872880,2024-07-10,1796882.29,Credit Card,2024,7
Pay-104183,Inv-872880,2024-06-27,573163.31,Cheque,2024,6
Pay-427272,Inv-302894,2023-11-18,2276386.0,Cash,2023,11
Pay-145499,Inv-301138,2019-05-08,15922.32,Bank Transfer,2019,5
Pay-771996,Inv-609677,2023-06-28,1344434.6,Credit Card,2023,6
Pay-514974,Inv-701762,2022-12-28,303132.25,Cheque,2022,12
Pay-909525,Inv-701762,2022-11-21,385875.51,Cheque,2022,11
Pay-656505,Inv-701762,2022-11-27,1287894.24,Upi,2022,11
Pay-558635,Inv-986219,2020-11-25,1696851.0,Cheque,2020,11
Pay-750485,Inv-672995,2019-11-10,2267419.2,Credit Card,2019,11
Pay-752011,Inv-603116,2024-08-25,237312.0,Upi,2024,8
Pay-260785,Inv-472505,2025-01-07,80725.83,Bank Transfer,2025,1
Pay-928502,Inv-472505,2025-02-13,418114.17,Cash,2025,2
Pay-278448,Inv-593323,2020-05-28,2632248.6,Credit Card,2020,5
Pay-791009,Inv-947523,2023-02-15,802941.0,Bank Transfer,2023,2
Pay-611675,Inv-213919,2023-05-17,1889253.0,Credit Card,2023,5
Pay-809348,Inv-871442,2022-03-30,1252398.0,Cash,2022,3
Pay-817569,Inv-731254,2021-10-17,235926.26,Cash,2021,10
Pay-744087,Inv-731254,2021-11-05,133459.74,Credit Card,2021,11
Pay-848083,Inv-823294,2023-04-11,1265053.0,Bank Transfer,2023,4
Pay-316573,Inv-381281,2021-04-14,31858.23,Bank Transfer,2021,4
Pay-820496,Inv-263006,2022-06-26,476137.0,Cash,2022,6
Pay-604364,Inv-971210,2020-07-22,523.93,Cheque,2020,7
Pay-166854,Inv-971210,2020-07-10,51546.47,Upi,2020,7
Pay-347970,Inv-784876,2025-01-21,1999017.19,Upi,2025,1
Pay-215511,Inv-784876,2025-01-12,391962.81,Upi,2025,1
Pay-231869,Inv-984515,2020-09-09,2029177.4,Cheque,2020,9
Pay-570254,Inv-889705,2022-10-23,1274864.15,Cheque,2022,10
Pay-861077,Inv-889705,2022-09-28,1227515.05,Cheque,2022,9
Pay-930449,Inv-261079,2024-03-21,105956.89,Cash,2024,3
Pay-279014,Inv-261079,2024-04-28,76379.11,Credit Card,2024,4
Pay-429471,Inv-965521,2023-07-30,1954703.0,Upi,2023,7
Pay-920822,Inv-957142,2023-10-01,50926.38,Upi,2023,10
Pay-276138,Inv-561197,2025-02-10,1426057.0,Upi,2025,2
Pay-387405,Inv-103609,2019-10-10,44602.0,Credit Card,2019,10
Pay-835847,Inv-534041,2020-12-08,273193.2,Upi,2020,12
Pay-991274,Inv-520712,2023-09-27,940302.74,Cheque,2023,9
Pay-296835,Inv-369105,2024-12-13,121447.8,Credit Card,2024,12
Pay-488927,Inv-131149,2021-01-04,5408813.4,Credit Card,2021,1
Pay-131941,Inv-506194,2020-03-22,385875.01,Upi,2020,3
Pay-458845,Inv-705564,2023-04-06,570528.2,Cheque,2023,4
Pay-467818,Inv-266098,2024-08-19,87991.2,Credit Card,2024,8
Pay-490409,Inv-843097,2021-10-20,960063.55,Credit Card,2021,10
Pay-755384,Inv-842625,2022-11-18,461.95,Cash,2022,11
Pay-374328,Inv-842625,2022-10-23,3578.12,Upi,2022,10
Pay-744266,Inv-842625,2022-10-28,12184.93,Cash,2022,10
Pay-961049,Inv-910530,2023-06-20,1387078.2,Bank Transfer,2023,6
Pay-210804,Inv-383089,2022-08-08,889476.23,Cheque,2022,8
Pay-126353,Inv-356322,2020-06-09,5009866.2,Credit Card,2020,6
Pay-421476,Inv-788190,2023-10-19,471125.05,Cash,2023,10
Pay-619907,Inv-215020,2021-03-06,3520980.8,Cheque,2021,3
Pay-232717,Inv-747843,2023-05-13,128638.36,Cheque,2023,5
Pay-724714,Inv-610024,2019-09-16,3335705.2,Upi,2019,9
Pay-312259,Inv-717783,2020-10-30,1770519.2,Credit Card,2020,10
Pay-677927,Inv-410041,2019-03-21,591360.0,Upi,2019,3
Pay-689584,Inv-951924,2019-02-27,334653.0,Bank Transfer,2019,2
Pay-942525,Inv-475716,2024-01-14,33703.23,Bank Transfer,2024,1
Pay-322809,Inv-794011,2023-01-03,809856.15,Credit Card,2023,1
Pay-414068,Inv-794011,2023-01-21,2525055.85,Upi,2023,1
Pay-894313,Inv-392203,2019-09-15,1427769.2,Credit Card,2019,9
Pay-591293,Inv-414512,2024-12-21,190616.22,Cheque,2024,12
Pay-403311,Inv-414512,2024-12-11,35459.78,Cheque,2024,12
Pay-116168,Inv-670692,2022-05-26,999562.0,Bank Transfer,2022,5
Pay-708746,Inv-376908,2024-02-10,243712.0,Cheque,2024,2
Pay-503920,Inv-947130,2024-10-25,173923.01,Bank Transfer,2024,10
Pay-669776,Inv-947130,2024-09-23,257290.59,Cheque,2024,9
Pay-747512,Inv-681793,2022-03-18,755339.19,Credit Card,2022,3
Pay-638248,Inv-338544,2024-03-03,754442.14,Cheque,2024,3
Pay-737869,Inv-702784,2023-10-12,170021.4,Bank Transfer,2023,10
Pay-129425,Inv-702784,2023-10-26,395250.4,Cheque,2023,10
Pay-249855,Inv-675819,2020-12-22,535725.99,Upi,2020,12
Pay-735490,Inv-778678,2020-02-07,1181027.0,Cash,2020,2
Pay-495516,Inv-654387,2021-09-11,527594.77,Cash,2021,9
Pay-587912,Inv-654387,2021-09-12,90328.11,Upi,2021,9
Pay-996056,Inv-654387,2021-08-16,998917.52,Bank Transfer,2021,8
Pay-965419,Inv-626489,2020-01-01,955051.2,Credit Card,2020,1
Pay-172017,Inv-702590,2021-09-27,3253176.4,Cash,2021,9
Pay-255541,Inv-106596,2024-03-25,47318.0,Credit Card,2024,3
Pay-716219,Inv-335268,2024-07-26,1899182.2,Cheque,2024,7
Pay-539956,Inv-383891,2022-10-17,83280.06,Cash,2022,10
Pay-514443,Inv-383891,2022-10-03,75823.94,Cheque,2022,10
Pay-304590,Inv-497696,2019-09-28,2597283.6,Credit Card,2019,9
Pay-116082,Inv-417408,2019-04-28,1196144.0,Credit Card,2019,4
Pay-808076,Inv-484556,2024-01-21,1281338.0,Cash,2024,1
Pay-434978,Inv-112913,2023-07-05,1813005.0,Upi,2023,7
Pay-360105,Inv-880819,2021-10-23,1461037.4,Cash,2021,10
Pay-311550,Inv-162602,2024-07-09,724323.1,Cheque,2024,7
Pay-778631,Inv-162602,2024-08-05,313573.3,Credit Card,2024,8
Pay-139890,Inv-897641,2019-07-08,1200987.0,Cash,2019,7
Pay-962912,Inv-999737,2021-09-30,1177735.6,Cheque,2021,9
Pay-752376,Inv-731654,2023-11-18,1435514.0,Cash,2023,11
Pay-137631,Inv-253929,2019-08-17,2157483.2,Bank Transfer,2019,8
Pay-137048,Inv-191574,2022-03-08,3620890.0,Cheque,2022,3
Pay-989704,Inv-322856,2022-12-15,3058046.2,Bank Transfer,2022,12
Pay-879169,Inv-351695,2023-12-05,665323.8,Upi,2023,12
Pay-533290,Inv-351695,2023-10-24,608017.8,Upi,2023,10
Pay-327047,Inv-609636,2020-01-13,414783.34,Credit Card,2020,1
Pay-809503,Inv-150193,2022-02-13,65652.79,Credit Card,2022,2
Pay-599219,Inv-150193,2022-02-23,895899.21,Cheque,2022,2
Pay-152065,Inv-462301,2023-05-16,1132537.6,Credit Card,2023,5
Pay-697770,Inv-218137,2024-08-31,4457882.0,Cheque,2024,8
Pay-966397,Inv-128335,2020-01-07,525498.0,Upi,2020,1
Pay-196676,Inv-842855,2019-05-18,2556997.2,Cash,2019,5
Pay-519615,Inv-383621,2023-10-15,954424.87,Credit Card,2023,10
Pay-567148,Inv-270865,2021-08-07,1871172.96,Upi,2021,8
Pay-963940,Inv-571811,2021-08-18,1662917.19,Cheque,2021,8
Pay-369161,Inv-905775,2020-02-20,1510016.0,Bank Transfer,2020,2
Pay-183905,Inv-361729,2020-11-03,1360247.8,Cash,2020,11
Pay-588805,Inv-851373,2021-09-11,1580478.4,Cheque,2021,9
Pay-749761,Inv-689058,2020-10-19,487073.38,Upi,2020,10
Pay-814015,Inv-689058,2020-10-13,211031.96,Cheque,2020,10
Pay-442866,Inv-689058,2020-09-16,141880.46,Upi,2020,9
Pay-353058,Inv-432984,2021-12-23,1032155.0,Upi,2021,12
Pay-339587,Inv-774364,2021-12-17,503666.0,Bank Transfer,2021,12
Pay-497911,Inv-767858,2021-03-28,2450771.38,Credit Card,2021,3
Pay-798339,Inv-767858,2021-03-25,3869676.62,Cash,2021,3
Pay-730012,Inv-392112,2020-06-08,3985443.0,Upi,2020,6
Pay-541242,Inv-139821,2022-11-18,270266.07,Upi,2022,11
Pay-551027,Inv-139821,2022-11-03,904807.93,Credit Card,2022,11
Pay-908283,Inv-377120,2022-06-07,1039141.69,Cash,2022,6
Pay-168461,Inv-377120,2022-05-18,558266.41,Credit Card,2022,5
Pay-149284,Inv-377120,2022-07-04,444567.3,Upi,2022,7
Pay-792336,Inv-288660,2022-04-08,3557393.47,Cash,2022,4
Pay-478695,Inv-366631,2019-07-30,342054.61,Bank Transfer,2019,7
Pay-962881,Inv-739614,2025-01-03,56749.6,Bank Transfer,2025,1
Pay-115670,Inv-535476,2024-10-07,223755.85,Upi,2024,10
Pay-538247,Inv-589127,2024-06-23,987782.0,Upi,2024,6
Pay-768917,Inv-466306,2019-06-29,658624.0,Cash,2019,6
Pay-856860,Inv-990960,2024-10-13,562344.0,Credit Card,2024,10
Pay-361197,Inv-705184,2022-05-23,1026077.6,Bank Transfer,2022,5
Pay-533938,Inv-886517,2023-06-22,135038.04,Credit Card,2023,6
Pay-347584,Inv-886517,2023-06-02,1955201.96,Cash,2023,6
Pay-661474,Inv-715149,2024-04-25,2069986.6,Bank Transfer,2024,4
Pay-290900,Inv-148915,2021-03-02,1227.2,Cheque,2021,3
Pay-587408,Inv-720666,2022-08-05,1931040.0,Credit Card,2022,8
Pay-586648,Inv-645100,2019-03-20,9499.0,Cash,2019,3
Pay-785219,Inv-436375,2024-11-19,102591.04,Cheque,2024,11
Pay-363795,Inv-471081,2022-05-05,1186538.0,Cash,2022,5
Pay-208229,Inv-395150,2024-06-23,168179.01,Cheque,2024,6
Pay-521131,Inv-372428,2021-10-24,2653467.6,Bank Transfer,2021,10
Pay-778217,Inv-997237,2019-11-02,1660030.21,Upi,2019,11
Pay-522269,Inv-997237,2019-09-22,2816942.59,Cheque,2019,9
Pay-933507,Inv-914745,2020-02-11,3590539.6,Cash,2020,2
Pay-914133,Inv-664373,2019-12-31,3572250.4,Bank Transfer,2019,12
Pay-214441,Inv-605146,2021-09-28,13184.0,Credit Card,2021,9
Pay-173419,Inv-172560,2023-07-29,515186.47,Bank Transfer,2023,7
Pay-189579,Inv-172560,2023-07-22,213846.33,Bank Transfer,2023,7
Pay-615378,Inv-823483,2020-04-01,675370.6,Cash,2020,4
Pay-585271,Inv-846385,2024-11-30,454698.4,Cash,2024,11
Pay-489363,Inv-134655,2019-05-16,1768889.0,Upi,2019,5
Pay-875436,Inv-571276,2020-07-22,8897.2,Upi,2020,7
Pay-850657,Inv-909149,2020-01-11,1433926.0,Credit Card,2020,1
Pay-368077,Inv-367590,2024-03-08,15466.48,Upi,2024,3
Pay-417324,Inv-823910,2022-08-15,332894.2,Cash,2022,8
Pay-576462,Inv-592044,2019-02-12,94181.0,Cheque,2019,2
Pay-949391,Inv-980463,2023-11-30,37111.91,Credit Card,2023,11
Pay-330307,Inv-532053,2022-01-14,378239.0,Bank Transfer,2022,1
Pay-796749,Inv-566592,2020-09-18,147001.0,Upi,2020,9
Pay-481359,Inv-552877,2019-07-22,684641.6,Cheque,2019,7
Pay-521618,Inv-545524,2022-07-14,4853425.0,Credit Card,2022,7
Pay-855816,Inv-747341,2020-05-23,1837308.0,Upi,2020,5
Pay-750488,Inv-754381,2024-03-20,2478734.0,Upi,2024,3
Pay-425345,Inv-242426,2019-04-20,1429502.0,Upi,2019,4
Pay-274830,Inv-554892,2022-12-15,1496035.2,Bank Transfer,2022,12
Pay-373277,Inv-486098,2023-12-20,805841.6,Cheque,2023,12
Pay-238341,Inv-936558,2022-09-03,1462781.67,Cheque,2022,9
Pay-491105,Inv-936558,2022-08-30,813785.33,Credit Card,2022,8
Pay-193890,Inv-342515,2020-09-28,272214.85,Cash,2020,9
Pay-676241,Inv-464890,2019-10-26,1599440.8,Bank Transfer,2019,10
Pay-149724,Inv-319030,2020-10-16,11800.0,Cash,2020,10
Pay-422984,Inv-155450,2024-04-10,40768.0,Credit Card,2024,4
Pay-896384,Inv-757720,2022-07-04,2630312.0,Upi,2022,7
Pay-502831,Inv-477483,2019-11-14,523836.45,Cheque,2019,11
Pay-377355,Inv-143733,2019-05-05,1344384.6,Cheque,2019,5
Pay-346906,Inv-328196,2021-10-06,2238498.4,Cash,2021,10
Pay-386958,Inv-540354,2020-08-15,1634851.69,Credit Card,2020,8
Pay-359410,Inv-776263,2019-11-02,285477.93,Cash,2019,11
Pay-211288,Inv-596303,2021-09-12,549259.14,Bank Transfer,2021,9
Pay-712120,Inv-254129,2021-07-24,349999.0,Cheque,2021,7
Pay-325750,Inv-772107,2022-12-09,4759946.0,Cash,2022,12
Pay-843605,Inv-103207,2023-10-02,40828.0,Bank Transfer,2023,10
Pay-686886,Inv-648369,2019-02-08,4530980.4,Upi,2019,2
Pay-966688,Inv-409695,2022-06-15,280320.0,Cheque,2022,6
Pay-755571,Inv-992067,2022-05-21,8099458.2,Cash,2022,5
Pay-224593,Inv-714001,2024-04-10,661446.98,Cash,2024,4
Pay-226268,Inv-680499,2021-06-22,168287.2,Credit Card,2021,6
Pay-264006,Inv-107318,2023-01-29,1227077.23,Credit Card,2023,1
Pay-463759,Inv-510506,2021-05-06,3018689.2,Cheque,2021,5
Pay-157076,Inv-166804,2021-02-15,1903150.16,Bank Transfer,2021,2
Pay-298136,Inv-889988,2024-06-04,2179387.0,Cash,2024,6
Pay-562666,Inv-686322,2022-10-24,225991.03,Bank Transfer,2022,10
Pay-127439,Inv-686322,2022-10-27,1289219.73,Cash,2022,10
Pay-888883,Inv-686322,2022-09-22,734968.84,Credit Card,2022,9
Pay-399064,Inv-662842,2024-11-04,6741.22,Cheque,2024,11
Pay-739683,Inv-442488,2022-08-22,707557.4,Credit Card,2022,8
Pay-828853,Inv-753283,2020-11-08,974572.6,Bank Transfer,2020,11
Pay-934226,Inv-944094,2019-11-18,272207.49,Credit Card,2019,11
Pay-431540,Inv-944094,2020-01-17,390064.51,Credit Card,2020,1
Pay-160180,Inv-217208,2019-10-26,1798815.0,Credit Card,2019,10
Pay-781249,Inv-958911,2020-03-18,1629542.4,Upi,2020,3
Pay-993429,Inv-611850,2020-10-03,3252697.13,Cheque,2020,10
Pay-710513,Inv-254478,2020-10-18,492146.38,Cheque,2020,10
Pay-737248,Inv-653898,2022-01-15,3789.64,Upi,2022,1
Pay-952685,Inv-653898,2022-01-06,118619.31,Cash,2022,1
Pay-813897,Inv-653898,2022-02-11,121687.05,Upi,2022,2
Pay-153333,Inv-730620,2022-09-28,325086.0,Upi,2022,9
Pay-267046,Inv-803872,2020-03-10,1389514.0,Upi,2020,3
Pay-145978,Inv-759324,2021-06-04,1084672.0,Cheque,2021,6
Pay-369453,Inv-803062,2021-03-05,102530.2,Credit Card,2021,3
Pay-876191,Inv-731904,2022-07-11,2325190.0,Upi,2022,7
Pay-125605,Inv-778112,2023-05-28,2218500.02,Bank Transfer,2023,5
Pay-376349,Inv-778112,2023-05-17,873674.56,Cash,2023,5
Pay-570271,Inv-778112,2023-05-30,141089.82,Bank Transfer,2023,5
Pay-335590,Inv-390561,2021-10-27,33211.29,Cheque,2021,10
Pay-937756,Inv-390561,2021-11-03,1399451.51,Credit Card,2021,11
Pay-981854,Inv-775175,2020-07-28,8420708.0,Upi,2020,7
Pay-769728,Inv-802330,2024-04-08,779452.0,Cheque,2024,4
Pay-576034,Inv-583326,2022-02-06,2812151.6,Credit Card,2022,2
Pay-156188,Inv-316509,2019-07-13,2156233.53,Cheque,2019,7
Pay-737528,Inv-894163,2021-05-12,2033145.0,Cheque,2021,5
Pay-909487,Inv-421891,2020-12-12,396329.09,Cash,2020,12
Pay-534890,Inv-421891,2020-12-22,1998398.91,Credit Card,2020,12
Pay-945908,Inv-489670,2023-05-24,109204.84,Cheque,2023,5
Pay-395413,Inv-771895,2021-05-24,1973700.0,Credit Card,2021,5
Pay-134059,Inv-457155,2021-03-20,3809544.4,Cheque,2021,3
Pay-230856,Inv-460130,2023-04-04,2224807.42,Cash,2023,4
Pay-359456,Inv-460130,2023-04-01,178992.78,Upi,2023,4
Pay-862979,Inv-472564,2022-12-26,2974771.8,Upi,2022,12
Pay-609659,Inv-107579,2019-06-08,423936.0,Bank Transfer,2019,6
Pay-159884,Inv-726969,2019-11-12,1621686.0,Upi,2019,11
Pay-946430,Inv-791125,2022-05-02,729988.87,Upi,2022,5
Pay-104078,Inv-850869,2020-04-18,1144852.02,Bank Transfer,2020,4
Pay-280048,Inv-607018,2022-01-02,769381.6,Cash,2022,1
Pay-752626,Inv-444838,2020-04-20,981880.6,Cheque,2020,4
Pay-547963,Inv-440043,2023-08-11,32509.0,Bank Transfer,2023,8
Pay-299708,Inv-288765,2024-12-22,1058102.2,Cash,2024,12
Pay-553286,Inv-271421,2022-09-16,1102441.35,Upi,2022,9
Pay-299628,Inv-296047,2019-05-31,1874168.8,Cash,2019,5
Pay-807097,Inv-590380,2021-11-26,1425147.4,Upi,2021,11
Pay-581308,Inv-875840,2019-03-07,2793516.4,Bank Transfer,2019,3
Pay-254446,Inv-180009,2021-02-19,283263.96,Cheque,2021,2
Pay-485755,Inv-180009,2021-03-30,57726.77,Cheque,2021,3
Pay-185440,Inv-180009,2021-03-06,24093.46,Upi,2021,3
Pay-680117,Inv-253285,2019-05-05,4276352.0,Cash,2019,5
Pay-624696,Inv-568677,2021-05-22,115264.0,Cheque,2021,5
Pay-582996,Inv-327037,2021-02-13,1037800.8,Cash,2021,2
Pay-766787,Inv-675374,2020-07-17,4070716.0,Cheque,2020,7
Pay-637769,Inv-156271,2024-04-23,3091388.0,Cash,2024,4
Pay-533759,Inv-863265,2023-11-25,412837.0,Cash,2023,11
Pay-924548,Inv-101608,2022-06-06,4025034.6,Cheque,2022,6
Pay-914014,Inv-835661,2023-09-24,707626.2,Cash,2023,9
Pay-870157,Inv-907965,2023-08-10,259156.35,Cheque,2023,8
Pay-572067,Inv-907965,2023-09-14,10539.65,Credit Card,2023,9
Pay-300363,Inv-104759,2019-11-05,1598505.0,Cheque,2019,11
Pay-805136,Inv-682373,2019-06-29,707764.0,Upi,2019,6
Pay-519374,Inv-186657,2020-06-28,943872.0,Cheque,2020,6
Pay-984991,Inv-941896,2024-08-09,19068.99,Bank Transfer,2024,8
Pay-487406,Inv-494341,2022-05-19,432740.8,Cheque,2022,5
Pay-666026,Inv-295235,2023-05-17,2372676.61,Credit Card,2023,5
Pay-500771,Inv-759424,2022-09-03,2973491.0,Credit Card,2022,9
Pay-721673,Inv-672335,2021-04-26,1687930.6,Upi,2021,4
Pay-182085,Inv-672335,2021-04-10,967030.2,Bank Transfer,2021,4
Pay-815392,Inv-117371,2023-10-23,732716.8,Bank Transfer,2023,10
Pay-142204,Inv-876810,2019-11-15,20356.79,Upi,2019,11
Pay-188743,Inv-876810,2019-11-15,12377.16,Cheque,2019,11
Pay-753961,Inv-876810,2019-10-21,7976.05,Upi,2019,10
Pay-211458,Inv-719438,2023-11-20,1203200.0,Credit Card,2023,11
Pay-810682,Inv-260558,2023-10-16,309252.91,Upi,2023,10
Pay-540563,Inv-260558,2023-11-29,2443833.69,Cheque,2023,11
Pay-729808,Inv-184758,2023-03-22,830117.74,Upi,2023,3
Pay-932542,Inv-623526,2020-02-24,1435030.4,Credit Card,2020,2
Pay-310769,Inv-766640,2019-06-23,663898.0,Cash,2019,6
Pay-188578,Inv-151814,2023-01-25,1409722.56,Cash,2023,1
Pay-130364,Inv-306214,2019-08-11,204023.31,Credit Card,2019,8
Pay-104292,Inv-901648,2020-02-14,164280.8,Cheque,2020,2
Pay-420415,Inv-555345,2019-08-05,107841.38,Cheque,2019,8
Pay-507217,Inv-127006,2021-05-15,1374094.03,Upi,2021,5
Pay-385634,Inv-710948,2019-10-17,729377.0,Credit Card,2019,10
Pay-607780,Inv-605576,2021-10-19,517140.0,Bank Transfer,2021,10
Pay-661587,Inv-713980,2020-01-15,1315163.0,Bank Transfer,2020,1
Pay-376630,Inv-470609,2024-10-25,1088197.0,Credit Card,2024,10
Pay-775849,Inv-353228,2024-09-25,507484.34,Cheque,2024,9
Pay-408195,Inv-353228,2024-10-06,578469.06,Cheque,2024,10
Pay-891786,Inv-352215,2021-01-22,173265.52,Cheque,2021,1
Pay-862294,Inv-644438,2022-11-04,67353.2,Cash,2022,11
Pay-795174,Inv-652821,2024-04-11,732794.2,Cheque,2024,4
Pay-946229,Inv-617800,2020-05-18,1469540.4,Credit Card,2020,5
Pay-412346,Inv-284374,2021-01-28,2068113.0,Bank Transfer,2021,1
Pay-822994,Inv-174195,2019-07-19,1135630.2,Cheque,2019,7
Pay-197717,Inv-272833,2019-01-09,2500096.0,Cheque,2019,1
Pay-964791,Inv-379703,2020-11-07,1439248.4,Upi,2020,11
Pay-511143,Inv-100762,2021-12-01,1642292.0,Cheque,2021,12
Pay-475651,Inv-623218,2019-04-05,204088.45,Upi,2019,4
Pay-624976,Inv-623218,2019-04-14,59290.95,Upi,2019,4
Pay-559897,Inv-895095,2024-09-28,146482.63,Credit Card,2024,9
Pay-491401,Inv-402542,2019-03-01,1435662.6,Credit Card,2019,3
Pay-364385,Inv-382857,2021-08-17,1209295.27,Credit Card,2021,8
Pay-997369,Inv-845587,2020-04-11,714752.0,Credit Card,2020,4
Pay-125925,Inv-727678,2022-01-22,181271.6,Cash,2022,1
Pay-192527,Inv-650334,2022-10-04,1606520.0,Cash,2022,10
Pay-329960,Inv-498588,2022-05-24,182528.0,Cheque,2022,5
Pay-654426,Inv-598971,2019-06-02,74576.0,Bank Transfer,2019,6
Pay-400197,Inv-789505,2023-11-09,1357773.77,Cheque,2023,11
Pay-617238,Inv-789505,2023-10-05,1218461.83,Cheque,2023,10
Pay-931276,Inv-475019,2021-12-02,1012860.0,Cheque,2021,12
Pay-188855,Inv-833450,2023-08-05,2164187.2,Credit Card,2023,8
Pay-445475,Inv-358187,2020-10-09,2444936.4,Bank Transfer,2020,10
Pay-618258,Inv-358187,2020-10-22,1652678.4,Cash,2020,10
Pay-330360,Inv-903274,2020-12-16,557326.4,Cheque,2020,12
Pay-707046,Inv-700813,2021-05-24,914337.17,Credit Card,2021,5
Pay-477654,Inv-700813,2021-05-16,111994.83,Cash,2021,5
Pay-793894,Inv-552447,2022-10-03,497667.96,Cash,2022,10
Pay-824231,Inv-819695,2024-08-15,1001092.2,Cash,2024,8
Pay-698065,Inv-128338,2023-06-06,643553.85,Bank Transfer,2023,6
Pay-859232,Inv-613868,2021-09-28,3132095.4,Cash,2021,9
Pay-531335,Inv-779212,2023-02-25,1898098.4,Cheque,2023,2
Pay-735281,Inv-535540,2022-01-23,1579968.0,Cheque,2022,1
Pay-768897,Inv-271925,2020-08-30,325625.4,Cheque,2020,8
Pay-205625,Inv-591790,2021-04-12,217334.06,Cash,2021,4
Pay-466361,Inv-591790,2021-04-17,31662.74,Credit Card,2021,4
Pay-542272,Inv-651855,2023-01-19,186019.2,Cheque,2023,1
Pay-354787,Inv-376441,2024-12-17,306389.0,Bank Transfer,2024,12
Pay-428878,Inv-269407,2019-04-10,315109.6,Credit Card,2019,4
Pay-860143,Inv-522070,2022-09-09,1859376.6,Upi,2022,9
Pay-128801,Inv-564088,2023-09-03,462122.59,Cash,2023,9
Pay-524975,Inv-614044,2024-10-17,1731778.0,Cheque,2024,10
Pay-955797,Inv-812704,2024-04-18,1209808.2,Cheque,2024,4
Pay-955264,Inv-746334,2021-08-04,347572.2,Upi,2021,8
Pay-209194,Inv-276978,2020-04-05,824367.0,Cash,2020,4
Pay-796543,Inv-268990,2024-10-28,834694.09,Upi,2024,10
Pay-179841,Inv-464978,2019-11-08,875378.24,Bank Transfer,2019,11
Pay-149801,Inv-574540,2022-02-15,5296831.0,Cheque,2022,2
Pay-598633,Inv-528917,2024-10-26,1585733.2,Upi,2024,10
Pay-496898,Inv-341709,2022-03-02,2888225.0,Bank Transfer,2022,3
Pay-694535,Inv-309384,2024-11-05,4857331.0,Upi,2024,11
Pay-777150,Inv-356417,2024-02-07,737605.71,Credit Card,2024,2
Pay-237372,Inv-978473,2020-11-04,453901.0,Cheque,2020,11
Pay-286358,Inv-933701,2022-02-11,317952.0,Upi,2022,2
Pay-763111,Inv-127065,2021-07-03,1138296.0,Cheque,2021,7
Pay-261880,Inv-398518,2019-11-07,1197561.0,Upi,2019,11
Pay-653180,Inv-865657,2022-07-31,244478.8,Credit Card,2022,7
Pay-760166,Inv-865657,2022-07-29,2997598.8,Cash,2022,7
Pay-756663,Inv-843298,2022-02-18,1590251.6,Credit Card,2022,2
Pay-242194,Inv-585262,2024-09-15,146071.0,Bank Transfer,2024,9
Pay-779462,Inv-133015,2022-06-22,3137833.4,Cash,2022,6
Pay-309272,Inv-327810,2020-11-30,272906.57,Cheque,2020,11
Pay-594098,Inv-506674,2019-06-23,943465.24,Bank Transfer,2019,6
Pay-236624,Inv-506674,2019-06-08,4761068.76,Bank Transfer,2019,6
Pay-925193,Inv-200948,2023-04-15,124145.58,Bank Transfer,2023,4
Pay-217621,Inv-677325,2020-01-06,1232167.0,Bank Transfer,2020,1
Pay-404944,Inv-563383,2025-01-13,682610.2,Cheque,2025,1
Pay-899782,Inv-122790,2019-06-28,3727.12,Cheque,2019,6
Pay-979964,Inv-548230,2024-09-18,1121836.8,Upi,2024,9
Pay-805923,Inv-492936,2020-11-29,880000.0,Cheque,2020,11
Pay-975922,Inv-703841,2019-10-04,747029.0,Credit Card,2019,10
Pay-228584,Inv-769342,2024-12-29,4805664.0,Cash,2024,12
Pay-825442,Inv-222516,2021-11-12,1397591.6,Cash,2021,11
Pay-422922,Inv-823987,2024-12-14,2122928.0,Bank Transfer,2024,12
Pay-305527,Inv-614510,2021-03-27,4313857.6,Bank Transfer,2021,3
Pay-317168,Inv-256233,2020-11-28,227608.0,Upi,2020,11
Pay-577970,Inv-436964,2023-06-07,2487218.2,Bank Transfer,2023,6
Pay-841182,Inv-297696,2020-09-02,905004.56,Credit Card,2020,9
Pay-971719,Inv-297696,2020-07-21,584242.44,Upi,2020,7
Pay-741929,Inv-716921,2022-01-08,3235200.0,Cash,2022,1
Pay-151607,Inv-157767,2024-06-27,57160.23,Bank Transfer,2024,6
Pay-707399,Inv-278062,2019-02-24,227190.34,Bank Transfer,2019,2
Pay-303933,Inv-860286,2019-11-27,3957155.0,Cash,2019,11
Pay-392811,Inv-223145,2024-08-28,2790893.8,Upi,2024,8
Pay-808837,Inv-440545,2020-07-08,246195.47,Cheque,2020,7
Pay-694668,Inv-440545,2020-06-26,829465.53,Bank Transfer,2020,6
Pay-172183,Inv-349782,2021-07-20,507548.23,Credit Card,2021,7
