po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total,order_date_year,order_date_month,expected_delivery_date_year,expected_delivery_date_month,received_date_year,received_date_month
Po-602353,Sup0005,Chn001,2024-09-03,2024-10-01,2024-10-01,Received,16097989.55,4482478.514,20580468.064,2024,9,2024,10,2024.0,10.0
Po-711540,Sup0006,Chn001,2019-07-07,2019-07-17,2019-07-17,Received,6443109.0,1804070.5200000005,8247179.52,2019,7,2019,7,2019.0,7.0
Po-565870,Sup0003,Del001,2024-11-29,2024-12-15,2024-12-15,Received,14390531.57,3886756.8746,18277288.4446,2024,11,2024,12,2024.0,12.0
Po-800537,Sup0003,Kol001,2020-08-28,2020-09-13,2020-09-13,Received,12370070.66,3312174.4498,15682245.1098,2020,8,2020,9,2020.0,9.0
Po-552230,Sup0001,Del001,2021-10-21,2021-11-09,2021-11-09,Received,1825290.18,511081.2504000001,2336371.4304000004,2021,10,2021,11,2021.0,11.0
Po-698064,Sup0005,Pun001,2021-11-28,2021-12-26,,Cancelled,1840933.46,349276.5708,2190210.0308,2021,11,2021,12,,
Po-866162,Sup0003,Hyd001,2023-04-08,2023-04-24,2023-04-24,Received,4715625.36,1315111.4898000003,6030736.849800001,2023,4,2023,4,2023.0,4.0
Po-185474,Sup0007,Hyd001,2020-06-28,2020-07-10,2020-07-13,Received,8259481.149999999,2280465.294,10539946.444,2020,6,2020,7,2020.0,7.0
Po-228736,Sup0006,Del001,2022-01-21,2022-01-31,2022-01-31,Received,17358020.2,4860245.656,22218265.856,2022,1,2022,1,2022.0,1.0
Po-725126,Sup0007,Pun001,2023-01-27,2023-02-08,2023-02-08,Received,22971186.11,6373741.3518,29344927.4618,2023,1,2023,2,2023.0,2.0
Po-412158,Sup0003,Chn001,2019-06-13,2019-06-29,2019-06-29,Received,715354.86,142814.4498,858169.3097999999,2019,6,2019,6,2019.0,6.0
Po-915595,Sup0002,Ahm001,2022-08-26,2022-09-05,2022-09-05,Received,43660405.0,11939112.942000002,55599517.942,2022,8,2022,9,2022.0,9.0
Po-187263,Sup0002,Pun001,2023-10-26,2023-11-05,2023-11-05,Received,36188222.3,9868243.802,46056466.102,2023,10,2023,11,2023.0,11.0
Po-869155,Sup0004,Chn001,2022-05-16,2022-06-03,2022-06-03,Received,44034278.51,12319976.146800002,56354254.6568,2022,5,2022,6,2022.0,6.0
Po-749266,Sup0005,Pun001,2020-06-13,2020-07-11,2020-07-13,Received,64815357.63999999,18122842.2892,82938199.9292,2020,6,2020,7,2020.0,7.0
Po-264392,Sup0001,Kol001,2023-01-30,2023-02-18,2023-02-18,Received,11011481.04,3033497.7712000003,14044978.8112,2023,1,2023,2,2023.0,2.0
Po-539488,Sup0006,Chn001,2021-05-21,2021-05-31,2021-05-31,Received,20018698.9,5139519.845000001,25158218.745,2021,5,2021,5,2021.0,5.0
Po-822937,Sup0008,Hyd001,2024-11-03,2024-11-29,2024-11-29,Received,26254779.2,7100299.998000001,33355079.198000003,2024,11,2024,11,2024.0,11.0
Po-369043,Sup0003,Pun001,2019-07-08,2019-07-24,,Cancelled,16956268.98,4744181.514400001,21700450.4944,2019,7,2019,7,,
Po-773317,Sup0007,Chn001,2019-02-13,2019-02-25,2019-03-03,Received,19646766.37,5397760.9966,25044527.3666,2019,2,2019,2,2019.0,3.0
Po-863734,Sup0005,Pun001,2022-05-07,2022-06-04,2022-06-04,Received,11437301.91,2898412.7428,14335714.6528,2022,5,2022,6,2022.0,6.0
Po-290206,Sup0007,Chn001,2020-01-30,2020-02-11,2020-02-11,Received,12928232.61,3586839.570800001,16515072.180800002,2020,1,2020,2,2020.0,2.0
Po-525768,Sup0006,Kol001,2024-12-01,2024-12-11,2024-12-11,Received,10588138.69,2897817.4392000004,13485956.1292,2024,12,2024,12,2024.0,12.0
Po-538337,Sup0003,Chn001,2022-09-25,2022-10-11,2022-10-17,Received,12596323.34,3526970.5352000003,16123293.8752,2022,9,2022,10,2022.0,10.0
Po-251231,Sup0006,Chn001,2020-12-27,2021-01-06,2021-01-06,Received,15563881.92,4126761.1966,19690643.1166,2020,12,2021,1,2021.0,1.0
Po-727609,Sup0002,Pun001,2020-10-06,2020-10-16,2020-10-16,Received,6701887.58,1876528.5224,8578416.102400001,2020,10,2020,10,2020.0,10.0
Po-134556,Sup0001,Ahm001,2021-06-27,2021-07-16,2021-07-16,Received,12019585.29,3294613.5662,15314198.8562,2021,6,2021,7,2021.0,7.0
Po-772923,Sup0002,Kol001,2023-10-18,2023-10-28,,Cancelled,20576925.54,5690998.0472,26267923.5872,2023,10,2023,10,,
Po-687284,Sup0004,Del001,2020-06-22,2020-07-10,2020-07-10,Received,33695640.86,9416579.329800002,43112220.1898,2020,6,2020,7,2020.0,7.0
Po-354009,Sup0003,Hyd001,2022-02-25,2022-03-13,,Cancelled,6256843.09,1647661.3052000003,7904504.395200001,2022,2,2022,3,,
Po-775505,Sup0001,Ahm001,2024-08-28,2024-09-16,2024-09-17,Received,7403366.1,2037304.935,9440671.035,2024,8,2024,9,2024.0,9.0
Po-354346,Sup0003,Chn001,2020-05-09,2020-05-25,2020-05-31,Received,14736878.29,4094070.7992,18830949.0892,2020,5,2020,5,2020.0,5.0
Po-643664,Sup0007,Ahm001,2023-05-05,2023-05-17,2023-05-17,Received,14234642.09,3634287.9762,17868930.0662,2023,5,2023,5,2023.0,5.0
Po-382017,Sup0001,Chn001,2022-11-10,2022-11-29,2022-11-29,Received,19090543.94,5241901.5032,24332445.4432,2022,11,2022,11,2022.0,11.0
Po-735940,Sup0006,Ahm001,2023-10-17,2023-10-27,,Cancelled,4962419.55,1374722.6040000005,6337142.154,2023,10,2023,10,,
Po-421447,Sup0004,Pun001,2023-11-29,2023-12-17,2023-12-17,Received,1795321.12,323157.80159999995,2118478.9216,2023,11,2023,12,2023.0,12.0
Po-190138,Sup0001,Del001,2019-09-01,2019-09-20,2019-09-20,Received,15140348.37,4134676.359600001,19275024.7296,2019,9,2019,9,2019.0,9.0
Po-302839,Sup0003,Hyd001,2021-10-21,2021-11-06,2021-11-06,Received,12400147.92,3449268.6806,15849416.6006,2021,10,2021,11,2021.0,11.0
Po-464920,Sup0003,Ahm001,2019-12-28,2020-01-13,2020-01-13,Received,13899131.01,3886415.7318000006,17785546.7418,2019,12,2020,1,2020.0,1.0
Po-484940,Sup0006,Chn001,2023-08-27,2023-09-06,2023-09-06,Received,9282202.16,2420170.9098,11702373.0698,2023,8,2023,9,2023.0,9.0
Po-559988,Sup0006,Hyd001,2021-08-31,2021-09-10,,Cancelled,591933.3,165741.32400000002,757674.6240000001,2021,8,2021,9,,
Po-581578,Sup0001,Chn001,2022-10-23,2022-11-11,2022-11-11,Received,2675604.73,723273.8284000001,3398878.5584000004,2022,10,2022,11,2022.0,11.0
Po-122232,Sup0003,Chn001,2019-06-01,2019-06-17,2019-06-21,Received,4963008.859999999,1147557.5028,6110566.3628,2019,6,2019,6,2019.0,6.0
Po-343938,Sup0008,Hyd001,2019-03-15,2019-04-10,2019-04-10,Received,46918.96,8445.4128,55364.3728,2019,3,2019,4,2019.0,4.0
Po-848839,Sup0003,Hyd001,2024-12-20,2025-01-05,2025-01-12,Received,11284756.03,2958390.5354000004,14243146.5654,2024,12,2025,1,2025.0,1.0
Po-720057,Sup0004,Kol001,2022-03-19,2022-04-06,2022-04-06,Received,16722226.29,4263870.534200001,20986096.8242,2022,3,2022,4,2022.0,4.0
Po-830059,Sup0004,Kol001,2019-10-07,2019-10-25,2019-10-25,Received,16198107.93,4480890.020400001,20678997.9504,2019,10,2019,10,2019.0,10.0
Po-823698,Sup0002,Hyd001,2021-12-11,2021-12-21,2021-12-21,Received,7042385.92,1747393.5936,8789779.5136,2021,12,2021,12,2021.0,12.0
Po-951844,Sup0002,Del001,2022-10-04,2022-10-14,2022-10-14,Received,20375781.09,5442744.5202,25818525.6102,2022,10,2022,10,2022.0,10.0
Po-386567,Sup0001,Hyd001,2021-03-01,2021-03-20,2021-03-20,Received,1608793.18,289582.7724,1898375.9524,2021,3,2021,3,2021.0,3.0
Po-113256,Sup0002,Chn001,2019-03-13,2019-03-23,,Cancelled,1913584.86,450571.9148,2364156.7748,2019,3,2019,3,,
Po-501097,Sup0008,Ahm001,2019-12-17,2020-01-12,2020-01-12,Received,33300855.41,8907509.6228,42208365.0328,2019,12,2020,1,2020.0,1.0
Po-638342,Sup0008,Del001,2023-05-05,2023-05-31,2023-05-31,Received,51842038.06,14503306.7078,66345344.7678,2023,5,2023,5,2023.0,5.0
Po-986909,Sup0007,Chn001,2022-05-30,2022-06-11,2022-06-11,Received,15458821.97,4240122.317600001,19698944.2876,2022,5,2022,6,2022.0,6.0
Po-127310,Sup0008,Kol001,2024-06-05,2024-07-01,2024-07-01,Received,711277.02,199157.56560000003,910434.5856,2024,6,2024,7,2024.0,7.0
Po-664416,Sup0008,Chn001,2023-04-19,2023-05-15,2023-05-17,Received,19183653.76,5334108.702800001,24517762.462800004,2023,4,2023,5,2023.0,5.0
Po-226713,Sup0003,Del001,2024-08-15,2024-08-31,2024-08-31,Received,3770495.67,1021149.1116000002,4791644.7816,2024,8,2024,8,2024.0,8.0
Po-199795,Sup0003,Chn001,2019-06-25,2019-07-11,2019-07-11,Received,61542409.77,17114667.974600002,78657077.7446,2019,6,2019,7,2019.0,7.0
Po-295013,Sup0003,Pun001,2019-11-12,2019-11-28,2019-12-04,Received,7535006.350000001,2102972.6640000003,9637979.014000002,2019,11,2019,11,2019.0,12.0
Po-508630,Sup0004,Del001,2021-10-05,2021-10-23,,Cancelled,14638677.2,3970970.519,18609647.719,2021,10,2021,10,,
Po-594971,Sup0007,Ahm001,2021-08-08,2021-08-20,2021-08-20,Received,554572.76,155280.3728,709853.1328,2021,8,2021,8,2021.0,8.0
Po-363791,Sup0001,Pun001,2023-06-30,2023-07-19,,Cancelled,5442966.9,1456239.8380000002,6899206.738,2023,6,2023,7,,
Po-428820,Sup0003,Hyd001,2020-11-14,2020-11-30,2020-11-30,Received,8067910.68,1947964.9694000003,10015875.6494,2020,11,2020,11,2020.0,11.0
Po-503202,Sup0006,Pun001,2023-08-14,2023-08-24,2023-08-24,Received,14815591.079999998,4120858.4284,18936449.5084,2023,8,2023,8,2023.0,8.0
Po-465801,Sup0004,Ahm001,2023-10-02,2023-10-20,2023-10-20,Received,879988.25,180982.041,1060970.291,2023,10,2023,10,2023.0,10.0
Po-979729,Sup0008,Hyd001,2023-12-10,2024-01-05,2024-01-05,Received,21508903.61,6009638.9268000005,27518542.5368,2023,12,2024,1,2024.0,1.0
Po-577098,Sup0002,Hyd001,2020-03-14,2020-03-24,2020-03-24,Received,18888096.24,5111929.7202,24000025.9602,2020,3,2020,3,2020.0,3.0
Po-258329,Sup0001,Kol001,2019-12-12,2019-12-31,2020-01-04,Received,3628745.82,1013559.0536,4642304.8736,2019,12,2019,12,2020.0,1.0
Po-813978,Sup0006,Ahm001,2020-08-15,2020-08-25,2020-08-28,Received,1686583.64,472243.4192,2158827.0592,2020,8,2020,8,2020.0,8.0
Po-640699,Sup0003,Kol001,2022-04-07,2022-04-23,2022-04-23,Received,9898603.05,2718930.064,12617533.114000002,2022,4,2022,4,2022.0,4.0
Po-198764,Sup0001,Del001,2022-05-20,2022-06-08,2022-06-08,Received,30419495.9,8431878.96,38851374.86000001,2022,5,2022,6,2022.0,6.0
Po-290060,Sup0007,Chn001,2020-10-29,2020-11-10,2020-11-10,Received,245656.18,44218.112400000005,289874.29240000003,2020,10,2020,11,2020.0,11.0
Po-413761,Sup0003,Kol001,2020-08-10,2020-08-26,2020-08-26,Received,27905345.78,7648791.0514,35554136.8314,2020,8,2020,8,2020.0,8.0
Po-782399,Sup0004,Kol001,2019-02-25,2019-03-15,2019-03-18,Received,36258167.9,10122104.426,46380272.326,2019,2,2019,3,2019.0,3.0
Po-356558,Sup0006,Del001,2024-01-19,2024-01-29,2024-01-29,Received,11788410.06,3124226.8918000003,14912636.951800002,2024,1,2024,1,2024.0,1.0
Po-610126,Sup0005,Hyd001,2019-05-13,2019-06-10,2019-06-10,Received,5417708.43,1516958.3604,6934666.7904,2019,5,2019,6,2019.0,6.0
Po-244215,Sup0002,Ahm001,2024-02-04,2024-02-14,2024-02-14,Received,4517808.1,1257516.971,5775325.071,2024,2,2024,2,2024.0,2.0
Po-694073,Sup0001,Chn001,2023-05-29,2023-06-17,2023-06-17,Received,7994862.78,2238561.5784,10233424.3584,2023,5,2023,6,2023.0,6.0
Po-835417,Sup0008,Chn001,2023-06-10,2023-07-06,2023-07-06,Received,48001.2,8640.215999999999,56641.416,2023,6,2023,7,2023.0,7.0
Po-285225,Sup0006,Hyd001,2020-08-20,2020-08-30,2020-08-31,Received,3005082.38,797762.8484,3802845.2284,2020,8,2020,8,2020.0,8.0
Po-853423,Sup0001,Kol001,2022-09-05,2022-09-24,2022-09-24,Received,17370254.35,4863671.218,22233925.568000004,2022,9,2022,9,2022.0,9.0
Po-347443,Sup0003,Ahm001,2022-02-28,2022-03-16,2022-03-16,Received,14689603.29,4075310.1252,18764913.4152,2022,2,2022,3,2022.0,3.0
Po-589770,Sup0008,Hyd001,2023-12-08,2024-01-03,2024-01-03,Received,15990329.81,4348384.6868,20338714.4968,2023,12,2024,1,2024.0,1.0
Po-323859,Sup0008,Hyd001,2020-04-20,2020-05-16,2020-05-16,Received,20865235.7,5476404.694,26341640.394,2020,4,2020,5,2020.0,5.0
Po-649831,Sup0002,Del001,2021-04-07,2021-04-17,2021-04-17,Received,32863621.200000003,9073206.411,41936827.611,2021,4,2021,4,2021.0,4.0
Po-150694,Sup0005,Chn001,2022-02-09,2022-03-09,2022-03-09,Received,17105920.47,4570677.5586,21676598.0286,2022,2,2022,3,2022.0,3.0
Po-364928,Sup0002,Del001,2024-07-26,2024-08-05,2024-08-05,Received,27880606.43,7785265.186400002,35665871.6164,2024,7,2024,8,2024.0,8.0
Po-177391,Sup0007,Hyd001,2023-05-23,2023-06-04,,Cancelled,16349959.89,4577988.769200001,20927948.6592,2023,5,2023,6,,
Po-570749,Sup0005,Kol001,2021-12-12,2022-01-09,2022-01-09,Received,4036397.38,1012096.5184,5048493.8984,2021,12,2022,1,2022.0,1.0
Po-387322,Sup0005,Del001,2021-06-12,2021-07-10,2021-07-17,Received,11459166.2,3187041.3400000003,14646207.54,2021,6,2021,7,2021.0,7.0
Po-893764,Sup0007,Ahm001,2021-01-04,2021-01-16,2021-01-16,Received,384022.82,81568.5506,465591.3706,2021,1,2021,1,2021.0,1.0
Po-619088,Sup0004,Del001,2020-04-11,2020-04-29,2020-04-29,Received,14683500.46,4079155.3648,18762655.8248,2020,4,2020,4,2020.0,4.0
Po-204477,Sup0003,Pun001,2023-01-03,2023-01-19,2023-01-18,Received,36667265.79,10140723.6002,46807989.3902,2023,1,2023,1,2023.0,1.0
Po-400529,Sup0002,Ahm001,2019-11-14,2019-11-24,2019-11-24,Received,4654779.17,1187541.5366000002,5842320.7066,2019,11,2019,11,2019.0,11.0
Po-359027,Sup0005,Pun001,2019-01-16,2019-02-13,2019-02-13,Received,1964740.5,550127.3400000001,2514867.84,2019,1,2019,2,2019.0,2.0
Po-468893,Sup0001,Kol001,2019-12-12,2019-12-31,2019-12-31,Received,14225679.62,3886107.9016,18111787.5216,2019,12,2019,12,2019.0,12.0
Po-114656,Sup0006,Kol001,2021-09-30,2021-10-10,2021-10-10,Received,9130105.66,2441001.1588000003,11571106.8188,2021,9,2021,10,2021.0,10.0
Po-118593,Sup0001,Hyd001,2024-06-10,2024-06-29,2024-06-26,Received,9065518.5,2441100.276,11506618.776,2024,6,2024,6,2024.0,6.0
Po-310740,Sup0004,Ahm001,2021-12-30,2022-01-17,2022-01-17,Received,21379768.41,5912825.9028,27292594.3128,2021,12,2022,1,2022.0,1.0
Po-774975,Sup0001,Del001,2019-03-20,2019-04-08,2019-04-08,Received,1493883.88,407076.5864,1900960.4664,2019,3,2019,4,2019.0,4.0
Po-479302,Sup0007,Pun001,2019-12-24,2020-01-05,,Cancelled,11758987.85,3104045.33,14863033.18,2019,12,2020,1,,
Po-142865,Sup0002,Pun001,2021-03-13,2021-03-23,2021-03-23,Received,13644559.21,3277233.1248,16921792.3348,2021,3,2021,3,2021.0,3.0
Po-671283,Sup0004,Kol001,2022-01-06,2022-01-24,2022-01-24,Received,12625573.989999998,3432963.5332000004,16058537.5232,2022,1,2022,1,2022.0,1.0
Po-900259,Sup0003,Ahm001,2019-01-18,2019-02-03,2019-02-03,Received,8261001.629999999,2308013.2514,10569014.8814,2019,1,2019,2,2019.0,2.0
Po-981370,Sup0001,Ahm001,2024-02-16,2024-03-06,2024-03-07,Received,38177255.61,10646154.0208,48823409.6308,2024,2,2024,3,2024.0,3.0
Po-375259,Sup0006,Hyd001,2023-03-24,2023-04-03,2023-04-03,Received,11381033.42,3153160.0486,14534193.4686,2023,3,2023,4,2023.0,4.0
Po-888422,Sup0008,Chn001,2024-11-10,2024-12-06,2024-12-06,Received,21077502.160000004,5752520.1688,26830022.3288,2024,11,2024,12,2024.0,12.0
Po-807885,Sup0002,Ahm001,2023-02-11,2023-02-21,2023-02-21,Received,4504617.43,1169735.6304,5674353.0604,2023,2,2023,2,2023.0,2.0
Po-161745,Sup0004,Pun001,2024-05-09,2024-05-27,2024-05-27,Received,15136928.59,4238340.0052000005,19375268.5952,2024,5,2024,5,2024.0,5.0
Po-412224,Sup0001,Hyd001,2023-06-24,2023-07-13,2023-07-16,Received,19336309.21,5082190.634800001,24418499.8448,2023,6,2023,7,2023.0,7.0
Po-590779,Sup0007,Ahm001,2023-03-23,2023-04-04,2023-04-04,Received,10808252.56,2908304.1768000005,13716556.7368,2023,3,2023,4,2023.0,4.0
Po-348543,Sup0003,Pun001,2020-01-17,2020-02-02,2020-02-02,Received,199708.26,35947.4868,235655.7468,2020,1,2020,2,2020.0,2.0
Po-714519,Sup0005,Chn001,2019-12-06,2020-01-03,2020-01-02,Received,41681808.36,11548315.8698,53230124.2298,2019,12,2020,1,2020.0,1.0
Po-774537,Sup0005,Kol001,2020-12-23,2021-01-20,2021-01-20,Received,1475418.0,413117.04,1888535.04,2020,12,2021,1,2021.0,1.0
Po-131149,Sup0005,Pun001,2020-02-19,2020-03-18,2020-03-18,Received,27110130.28,7322639.830400001,34432770.1104,2020,2,2020,3,2020.0,3.0
Po-371270,Sup0008,Chn001,2020-05-17,2020-06-12,2020-06-12,Received,10419705.36,2917517.5008000005,13337222.8608,2020,5,2020,6,2020.0,6.0
Po-918961,Sup0004,Ahm001,2019-01-09,2019-01-27,2019-01-27,Received,44846354.32,12459925.2196,57306279.5396,2019,1,2019,1,2019.0,1.0
Po-897974,Sup0003,Kol001,2021-04-28,2021-05-14,2021-05-14,Received,5641007.24,1579482.0272,7220489.2672,2021,4,2021,5,2021.0,5.0
Po-410769,Sup0007,Hyd001,2024-07-22,2024-08-03,2024-08-06,Received,22155559.12,6122320.8946,28277880.0146,2024,7,2024,8,2024.0,8.0
Po-511473,Sup0002,Ahm001,2019-02-22,2019-03-04,2019-03-04,Received,14506305.27,3983705.9966,18490011.2666,2019,2,2019,3,2019.0,3.0
Po-730211,Sup0006,Del001,2020-11-05,2020-11-15,2020-11-15,Received,4371785.2,1186535.356,5558320.556,2020,11,2020,11,2020.0,11.0
Po-380219,Sup0006,Hyd001,2019-09-14,2019-09-24,2019-09-24,Received,3646650.08,1021062.0224,4667712.1024,2019,9,2019,9,2019.0,9.0
Po-530974,Sup0004,Pun001,2019-03-10,2019-03-28,2019-03-28,Received,117621.68,21171.9024,138793.5824,2019,3,2019,3,2019.0,3.0
Po-273794,Sup0005,Hyd001,2023-04-05,2023-05-03,2023-05-03,Received,14394895.02,3984590.1116,18379485.1316,2023,4,2023,5,2023.0,5.0
Po-293159,Sup0005,Chn001,2024-04-24,2024-05-22,2024-05-22,Received,19586097.99,5397079.6302000005,24983177.6202,2024,4,2024,5,2024.0,5.0
Po-299351,Sup0003,Pun001,2020-08-16,2020-09-01,2020-09-01,Received,8060282.91,2175786.5688000005,10236069.4788,2020,8,2020,9,2020.0,9.0
Po-850755,Sup0006,Chn001,2019-03-13,2019-03-23,2019-03-23,Received,15055137.53,4215438.508400001,19270576.0384,2019,3,2019,3,2019.0,3.0
Po-521825,Sup0002,Hyd001,2020-09-29,2020-10-09,2020-10-09,Received,12163508.76,3330574.9618,15494083.7218,2020,9,2020,10,2020.0,10.0
Po-778485,Sup0004,Ahm001,2023-03-05,2023-03-23,2023-03-23,Received,15917475.98,4446484.3444,20363960.3244,2023,3,2023,3,2023.0,3.0
Po-253175,Sup0003,Ahm001,2020-11-26,2020-12-12,2020-12-12,Received,6283917.29,1757492.4472,8041409.7372,2020,11,2020,12,2020.0,12.0
Po-998440,Sup0001,Del001,2020-11-21,2020-12-10,2020-12-10,Received,25236600.49,7032245.725200001,32268846.215200003,2020,11,2020,12,2020.0,12.0
Po-546497,Sup0005,Chn001,2019-01-16,2019-02-13,2019-02-16,Received,47894867.45,13333128.639000002,61227996.089,2019,1,2019,2,2019.0,2.0
Po-973374,Sup0001,Chn001,2022-01-21,2022-02-09,,Cancelled,32615975.54,9043772.969200002,41659748.5092,2022,1,2022,2,,
Po-776891,Sup0006,Ahm001,2021-02-05,2021-02-15,2021-02-14,Received,11353704.45,2996973.936,14350678.386,2021,2,2021,2,2021.0,2.0
Po-168808,Sup0006,Hyd001,2019-02-13,2019-02-23,2019-02-23,Received,22957786.4,6334775.538000001,29292561.938,2019,2,2019,2,2019.0,2.0
Po-663286,Sup0001,Kol001,2020-09-15,2020-10-04,2020-10-04,Received,15165905.98,4102116.0944,19268022.0744,2020,9,2020,10,2020.0,10.0
Po-264255,Sup0005,Kol001,2023-10-16,2023-11-13,2023-11-13,Received,9257108.05,2591990.254,11849098.304,2023,10,2023,11,2023.0,11.0
Po-427929,Sup0004,Kol001,2023-08-12,2023-08-30,2023-08-30,Received,113341.2,20401.416,133742.616,2023,8,2023,8,2023.0,8.0
Po-459954,Sup0008,Pun001,2019-09-12,2019-10-08,,Cancelled,4401144.37,1232320.4236,5633464.7936,2019,9,2019,10,,
Po-943289,Sup0006,Del001,2020-02-03,2020-02-13,,Cancelled,19252803.72,5203117.1456,24455920.8656,2020,2,2020,2,,
Po-739646,Sup0008,Hyd001,2023-12-07,2024-01-02,2024-01-02,Received,538162.5800000001,125542.1394,663704.7194000001,2023,12,2024,1,2024.0,1.0
Po-546915,Sup0002,Ahm001,2023-01-21,2023-01-31,2023-02-03,Received,1354795.38,243863.1684,1598658.5484000002,2023,1,2023,1,2023.0,2.0
Po-559802,Sup0006,Hyd001,2023-11-30,2023-12-10,2023-12-12,Received,840412.4800000001,151274.2464,991686.7264,2023,11,2023,12,2023.0,12.0
Po-751738,Sup0004,Kol001,2023-04-27,2023-05-15,2023-05-15,Received,35643359.37,9716544.6946,45359904.0646,2023,4,2023,5,2023.0,5.0
Po-279482,Sup0005,Kol001,2021-10-23,2021-11-20,,Cancelled,17714448.990000002,4895901.835200001,22610350.825200003,2021,10,2021,11,,
Po-271372,Sup0008,Ahm001,2024-07-02,2024-07-28,,Cancelled,1022469.0,286291.32,1308760.32,2024,7,2024,7,,
Po-451309,Sup0005,Kol001,2021-11-14,2021-12-12,2021-12-12,Received,1009636.83,181734.6294,1191371.4593999998,2021,11,2021,12,2021.0,12.0
Po-281444,Sup0004,Kol001,2024-11-04,2024-11-22,2024-11-22,Received,19354654.56,5419303.2768,24773957.8368,2024,11,2024,11,2024.0,11.0
Po-859494,Sup0008,Chn001,2024-08-24,2024-09-19,2024-09-19,Received,2837630.71,794536.5988000002,3632167.3088,2024,8,2024,9,2024.0,9.0
Po-131492,Sup0007,Chn001,2020-03-24,2020-04-05,2020-04-05,Received,10686992.94,2948042.4662,13635035.4062,2020,3,2020,4,2020.0,4.0
Po-155996,Sup0005,Ahm001,2022-02-27,2022-03-27,,Cancelled,182899.56,32921.9208,215821.4808,2022,2,2022,3,,
Po-387173,Sup0006,Chn001,2024-06-28,2024-07-08,2024-07-08,Received,527053.4,120976.68800000002,648030.088,2024,6,2024,7,2024.0,7.0
Po-571881,Sup0004,Ahm001,2020-01-14,2020-02-01,2020-02-01,Received,5220771.0,1358411.8860000002,6579182.886,2020,1,2020,2,2020.0,2.0
Po-632832,Sup0002,Pun001,2022-01-10,2022-01-20,2022-01-20,Received,1504259.8199999998,283889.0196,1788148.8395999998,2022,1,2022,1,2022.0,1.0
Po-161540,Sup0002,Del001,2019-11-26,2019-12-06,2019-12-04,Received,14600829.05,3851683.392000001,18452512.442,2019,11,2019,12,2019.0,12.0
Po-915749,Sup0002,Ahm001,2022-11-28,2022-12-08,2022-12-12,Received,8678425.799999999,2255005.392,10933431.192,2022,11,2022,12,2022.0,12.0
Po-582275,Sup0005,Hyd001,2020-04-17,2020-05-15,2020-05-17,Received,47663275.55,13344985.346,61008260.896,2020,4,2020,5,2020.0,5.0
Po-534564,Sup0008,Ahm001,2020-11-29,2020-12-25,2020-12-25,Received,13125437.17,3426996.5396000003,16552433.7096,2020,11,2020,12,2020.0,12.0
Po-760948,Sup0002,Ahm001,2019-12-29,2020-01-08,2020-01-08,Received,8553278.32,2364067.5616000006,10917345.8816,2019,12,2020,1,2020.0,1.0
Po-650036,Sup0007,Chn001,2023-05-11,2023-05-23,,Cancelled,35104698.73,9674215.9334,44778914.6634,2023,5,2023,5,,
Po-529179,Sup0004,Ahm001,2019-02-06,2019-02-24,2019-02-24,Received,35662092.28,9845190.2004,45507282.4804,2019,2,2019,2,2019.0,2.0
Po-445251,Sup0008,Pun001,2020-01-15,2020-02-10,2020-02-10,Received,9837625.05,2583425.792,12421050.842,2020,1,2020,2,2020.0,2.0
Po-364107,Sup0007,Kol001,2024-10-27,2024-11-08,,Cancelled,21139132.33,5886915.0314,27026047.3614,2024,10,2024,11,,
Po-828108,Sup0004,Kol001,2023-09-02,2023-09-20,2023-09-20,Received,4146083.98,1093201.9214000003,5239285.901400001,2023,9,2023,9,2023.0,9.0
Po-316692,Sup0002,Pun001,2022-04-14,2022-04-24,2022-04-23,Received,15799768.37,4397908.571599999,20197676.9416,2022,4,2022,4,2022.0,4.0
Po-448941,Sup0006,Hyd001,2023-07-02,2023-07-12,2023-07-12,Received,17822581.9,4907455.077,22730036.977,2023,7,2023,7,2023.0,7.0
Po-129204,Sup0006,Hyd001,2020-05-03,2020-05-13,2020-05-20,Received,26477375.01,7353009.002800001,33830384.0128,2020,5,2020,5,2020.0,5.0
Po-784862,Sup0002,Pun001,2019-08-12,2019-08-22,2019-08-22,Received,5729204.35,1491503.134,7220707.484,2019,8,2019,8,2019.0,8.0
Po-901249,Sup0003,Hyd001,2023-07-12,2023-07-28,2023-07-28,Received,22485004.89,6113308.6392,28598313.5292,2023,7,2023,7,2023.0,7.0
Po-906569,Sup0004,Kol001,2021-12-11,2021-12-29,,Cancelled,14517330.57,3843441.0236,18360771.5936,2021,12,2021,12,,
Po-379509,Sup0002,Chn001,2019-04-19,2019-04-29,2019-04-29,Received,13259124.25,3711256.8620000007,16970381.112000003,2019,4,2019,4,2019.0,4.0
Po-884755,Sup0003,Chn001,2021-10-21,2021-11-06,,Cancelled,8947112.49,2505191.4972,11452303.9872,2021,10,2021,11,,
Po-506524,Sup0004,Pun001,2024-11-26,2024-12-14,2024-12-14,Received,29086161.7,8074410.277000001,37160571.977,2024,11,2024,12,2024.0,12.0
Po-619543,Sup0006,Kol001,2020-01-23,2020-02-02,2020-02-02,Received,2003333.21,432152.68980000005,2435485.8998,2020,1,2020,2,2020.0,2.0
Po-940387,Sup0006,Pun001,2024-08-14,2024-08-24,2024-08-24,Received,7645725.66,1988393.1408,9634118.8008,2024,8,2024,8,2024.0,8.0
